"","dt","date","hour","filename","roi_temp_mean","roi_temp_sd","roi_temp_min","roi_temp_max","datetime"
"1",2022-05-01 13:00:00,2022-05-01,6,"ICI_0600_05_01_2022.csv",4.6322407647312,0.131999457861513,3.42556,5.07314,2022-05-01 06:00:00
"2",2022-05-06 13:00:00,2022-05-06,6,"ICI_0600_05_06_2022.csv",7.57802775670406,0.133835516254849,6.6132,7.99654,2022-05-06 06:00:00
"3",2022-05-16 13:00:00,2022-05-16,6,"ICI_0600_05_16_2022.csv",10.8491455524043,0.221459219198988,9.80528,12.5373,2022-05-16 06:00:00
"4",2022-05-22 13:00:00,2022-05-22,6,"ICI_0600_05_22_2022.csv",6.11444535970221,0.123082108731135,5.56687,6.91761,2022-05-22 06:00:00
"5",2022-05-23 13:00:00,2022-05-23,6,"ICI_0600_05_23_2022.csv",3.96463710085842,0.106374314448902,3.40581,4.69166,2022-05-23 06:00:00
"6",2022-05-24 13:00:00,2022-05-24,6,"ICI_0600_05_24_2022.csv",3.57964827808868,0.162140816068155,2.9296,4.87826,2022-05-24 06:00:00
"7",2022-05-25 13:00:00,2022-05-25,6,"ICI_0600_05_25_2022.csv",7.02193259122332,0.228058224895531,6.13643,7.96545,2022-05-25 06:00:00
"8",2022-05-26 13:00:00,2022-05-26,6,"ICI_0600_05_26_2022.csv",10.6197031678104,0.379299014520743,9.23623,12.5706,2022-05-26 06:00:00
"9",2022-05-27 13:00:00,2022-05-27,6,"ICI_0600_05_27_2022.csv",11.7966461219012,0.290756448680102,10.042,13.6123,2022-05-27 06:00:00
"10",2022-05-28 13:00:00,2022-05-28,6,"ICI_0600_05_28_2022.csv",7.76914981134942,0.130645509855607,7.16305,8.56724,2022-05-28 06:00:00
"11",2022-05-29 13:00:00,2022-05-29,6,"ICI_0600_05_29_2022.csv",2.8416086959054,0.0861644154783089,2.25311,3.36897,2022-05-29 06:00:00
"12",2022-05-30 13:00:00,2022-05-30,6,"ICI_0600_05_30_2022.csv",0.498120943665899,0.105215882581559,-0.239867,1.59278,2022-05-30 06:00:00
"13",2022-05-31 13:00:00,2022-05-31,6,"ICI_0600_05_31_2022.csv",4.05009073409131,0.181881925177658,3.17338,5.61652,2022-05-31 06:00:00
"14",2022-06-01 13:00:00,2022-06-01,6,"ICI_0600_06_01_2022.csv",7.76343665164215,0.16664080893901,6.97328,8.96861,2022-06-01 06:00:00
"15",2022-06-02 13:00:00,2022-06-02,6,"ICI_0600_06_02_2022.csv",10.0559306333089,0.160835391251944,8.98177,11.4272,2022-06-02 06:00:00
"16",2022-06-03 13:00:00,2022-06-03,6,"ICI_0600_06_03_2022.csv",8.36147496214327,0.160052982352943,7.22675,9.42884,2022-06-03 06:00:00
"17",2022-06-04 13:00:00,2022-06-04,6,"ICI_0600_06_04_2022.csv",6.24351050365906,0.113845998140683,5.3577,7.1419,2022-06-04 06:00:00
"18",2022-06-05 13:00:00,2022-06-05,6,"ICI_0600_06_05_2022.csv",9.15331471044035,0.114855535584281,8.44862,9.92082,2022-06-05 06:00:00
"19",2022-06-06 13:00:00,2022-06-06,6,"ICI_0600_06_06_2022.csv",9.71247956825606,0.317485294362691,8.20021,12.4039,2022-06-06 06:00:00
"20",2022-06-07 13:00:00,2022-06-07,6,"ICI_0600_06_07_2022.csv",11.6058077739232,0.197183130806201,10.3824,12.9971,2022-06-07 06:00:00
"21",2022-06-08 13:00:00,2022-06-08,6,"ICI_0600_06_08_2022.csv",12.740589952141,0.267590061402858,11.4924,14.2462,2022-06-08 06:00:00
"22",2022-06-09 13:00:00,2022-06-09,6,"ICI_0600_06_09_2022.csv",13.7195642830012,0.220751213303598,12.3158,14.534,2022-06-09 06:00:00
"23",2022-06-10 13:00:00,2022-06-10,6,"ICI_0600_06_10_2022.csv",14.1644552075156,0.196556379600164,13.2462,14.9766,2022-06-10 06:00:00
"24",2022-06-11 13:00:00,2022-06-11,6,"ICI_0600_06_11_2022.csv",15.9544965612418,0.190070697872514,14.8213,16.6168,2022-06-11 06:00:00
"25",2022-06-12 13:00:00,2022-06-12,6,"ICI_0600_06_12_2022.csv",14.873375569117,0.160002294425898,14.0131,16.0986,2022-06-12 06:00:00
